,Unnamed: 0,Unnamed: 0.1,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
10,10,10,10,B07FYG1Z88,Men's Relaxed Jeans,Diverse,0,0,0,537,3.7,"4,038",73,,1,"4,038",https://m.media-amazon.com/images/I/81WHyU7EvCL._UY550_.jpg,Jean_A1,"Men's Relaxed Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07FYG1Z88
11,11,11,11,B08XMSDJ3Q,by Shoppers Stop Solid Cotton Rich Regular Fit Boys Jeans (S21711BJNS-P),LIFE,0,1,0,240,4.0,237,70,,0,237,https://m.media-amazon.com/images/I/51oEGGLX2FL._AC_UL320_.jpg,Jean_A1,"by Shoppers Stop Solid Cotton Rich Regular Fit Boys Jeans (S21711BJNS-P)
",SKU: B08XMSDJ3Q
12,12,12,12,B09F6L3W6N,Men's Skinny Jeans,Spykar,0,0,0,"1,151",3.5,16,62,,1,16,https://m.media-amazon.com/images/I/813Rtj4U33L._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09F6L3W6N
13,13,13,13,B07DFPCD93,Men's Slim Fit Black Stretch Jeans,Urbano Fashion,0,0,0,599,3.7,"3,672",54,,1,"3,672",https://m.media-amazon.com/images/I/611hFiiUv4L._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Black Stretch Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07DFPCD93
14,14,14,14,B07CWTXW97,Men's Slim Fit Denim Jeans,Ben Martin,0,0,0,698,3.6,"2,265",72,,1,"2,265",https://m.media-amazon.com/images/I/616xchp1ECL._UY550_.jpg,Jean_A1,"Men's Slim Fit Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07CWTXW97
15,15,15,15,B07PD5BCWC,Women's Skinny Fit Jeans,AKA CHIC,0,0,0,767,3.9,"1,274",62,,1,"1,274",https://m.media-amazon.com/images/I/61PtpELCgnL._AC_UL320_.jpg,Jean_A1,"Women's Skinny Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07PD5BCWC
16,16,16,16,B07CVLYWSV,mens Jeans,Pepe Jeans,0,0,0,"2,799",3.8,74,0,,1,74,https://m.media-amazon.com/images/I/81GpX4leryL._AC_UL320_.jpg,Jean_A1,"mens Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07CVLYWSV
17,17,17,17,B0839JYY7C,Men's Skinny Jeans,Amazon Brand - House & Shields,0,0,0,669,3.6,153,74,,1,153,https://m.media-amazon.com/images/I/81dsT0p3gTL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0839JYY7C
18,18,18,18,B085J7BK52,Men's Skinny Jeans,Amazon Brand - Symbol,0,0,0,669,3.8,671,61,,1,671,https://m.media-amazon.com/images/I/61vvY+cMTPL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B085J7BK52
19,19,19,19,B06Y6MHSVR,Men's Relaxed Fit Jeans,Ben Martin,0,0,0,589,3.6,"3,916",76,,1,"3,916",https://m.media-amazon.com/images/I/61TwfPRLhrL._AC_UL320_.jpg,Jean_A1,"Men's Relaxed Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B06Y6MHSVR
20,20,20,20,B099JPYXJT,Men's Carrot Jeans,Amazon Brand - Inkast Denim Co.,1,0,0,799,4.0,45,73,,1,45,https://m.media-amazon.com/images/I/71pkQz0I4xL._UY550_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Carrot Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B099JPYXJT
21,21,21,21,B09JPFPJTJ,Slim Fit Stretchable Denim Jeans for Men,ProveQo,1,0,0,"1,999",3.0,2,50,,1,2,https://m.media-amazon.com/images/I/31KeeQ0kA7L._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Slim Fit Stretchable Denim Jeans for Men
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09JPFPJTJ
22,22,22,22,B07QYK2ZTV,Men's Light Grey Slim Fit Jogger Jeans Stretch,Urbano Fashion,1,0,0,749,3.7,"5,913",56,,1,"5,913",https://m.media-amazon.com/images/I/61bgI-mrUUL._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Light Grey Slim Fit Jogger Jeans Stretch
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QYK2ZTV
23,23,23,23,B08MQPSHWT,Studio X Svensson & Co. Men's Slim Fit Stretchable Denim Jeans,Avadat,1,0,0,999,3.8,374,47,,1,374,https://m.media-amazon.com/images/I/51nNXLWlojL._UY550_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Studio X Svensson & Co. Men's Slim Fit Stretchable Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08MQPSHWT
24,24,24,24,B08NTDTWDS,Women's High Rise Jeans,KOTTY,0,0,0,639,3.8,555,68,,1,555,https://m.media-amazon.com/images/I/313389wmFrL._AC_UL320_.jpg,Jean_A1,"Women's High Rise Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08NTDTWDS
25,25,25,25,B0979B7665,Men's Slim Jeans,Spykar,0,0,0,"1,279",3.4,9,60,,1,9,https://m.media-amazon.com/images/I/71mJUR+XRJS._AC_UL320_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0979B7665
26,26,26,26,B06XJ9J4KT,Women's Jeans,NIFTY,0,1,0,499,3.9,"4,471",62,,1,"4,471",https://m.media-amazon.com/images/I/61e5EIR-LhL._AC_UL320_.jpg,Jean_A1,"Women's Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B06XJ9J4KT
27,27,27,27,B09BVW2LNQ,Men's Slim Jeans,Levi's,0,0,0,"1,439",4.1,310,45,,1,310,https://m.media-amazon.com/images/I/71N3ABqIHQL._AC_UL320_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BVW2LNQ
28,28,28,28,B07DMZ9J72,Men's Slim Fit Denim,Ben Martin,0,0,0,589,3.6,"3,295",76,,1,"3,295",https://m.media-amazon.com/images/I/61Don-d8JfL._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Denim
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07DMZ9J72
29,29,29,29,B07HLZ6K4K,Women's Straight Jeans,AKA CHIC,0,0,0,885,4.1,528,62,,1,528,https://m.media-amazon.com/images/I/81mRWoU5jxL._AC_UL320_.jpg,Jean_A1,"Women's Straight Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HLZ6K4K
30,30,30,30,B07HZN78T8,Men's Slim Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,769,3.6,236,73,,1,236,https://m.media-amazon.com/images/I/81iWmTkWAbL._UY550_.jpg,Jean_A1,"Men's Slim Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HZN78T8
31,31,31,31,B09F6LRB58,Men's Skinny Jeans,Spykar,0,0,0,"1,142",4.1,7,62,,1,7,https://m.media-amazon.com/images/I/51Vlzzh6pqL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09F6LRB58
32,32,32,32,B099P4RTRR,Men's Slim Jeans,Spykar,0,0,0,870,3.3,3,70,,1,3,https://m.media-amazon.com/images/I/81O-0mvzKNL._UY550_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B099P4RTRR
33,33,33,33,B079HXQ6VN,Men's Stretch Carrot Fit Jeans,Amazon Brand - Symbol,0,0,0,489,3.8,437,77,,0,437,https://m.media-amazon.com/images/I/81kGfzYkQWL._UY550_.jpg,Jean_A1,"Men's Stretch Carrot Fit Jeans
",SKU: B079HXQ6VN
34,34,34,34,B09C2G7CSZ,Men's Light Blue Slim Fit Washed Jeans Stretchable,Urbano Fashion,0,0,0,629,3.5,"1,032",58,,1,"1,032",https://m.media-amazon.com/images/I/61S5a0LL0sL._AC_UL320_.jpg,Jean_A1,"Men's Light Blue Slim Fit Washed Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09C2G7CSZ
35,35,35,35,B085J74QL5,Men's Slim Fit Jeans,Amazon Brand - Symbol,0,0,0,689,3.8,"1,159",57,,1,"1,159",https://m.media-amazon.com/images/I/71vnemyYCOL._UY550_.jpg,Jean_A1,"Men's Slim Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B085J74QL5
36,36,36,36,B07HZR4V3G,Men's Stretch Slim Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,769,3.7,460,73,,1,460,https://m.media-amazon.com/images/I/81DkiMBSRdL._UY550_.jpg,Jean_A1,"Men's Stretch Slim Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HZR4V3G
37,37,37,37,B07WX4D5RK,Women's Skinny Fit Jeans,Amazon Brand - Symbol,0,0,0,310,3.9,221,82,,0,221,https://m.media-amazon.com/images/I/81Vl8nxoJIL._AC_UL320_.jpg,Jean_A1,"Women's Skinny Fit Jeans
",SKU: B07WX4D5RK
38,38,38,38,B07W3TDXXY,Women's Relaxed Jeans,AKA CHIC,0,0,0,806,4.1,"1,320",66,,1,"1,320",https://m.media-amazon.com/images/I/91BOfaa5IDL._UY550_.jpg,Jean_A1,"Women's Relaxed Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07W3TDXXY
39,39,39,39,B08G2TG8XQ,Women's Skinny Jeans,AKA CHIC,0,0,0,328,3.7,52,86,,0,52,https://m.media-amazon.com/images/I/81AyWqCO+AL._AC_UL320_.jpg,Jean_A1,"Women's Skinny Jeans
",SKU: B08G2TG8XQ
40,40,40,40,B08S49RH92,"Girls Denim Casual Joggers/Jeans (Multi Color, Pack of 3)",KIFAYATI BAZAR,0,1,0,583,3.5,922,64,,1,922,https://m.media-amazon.com/images/I/81zbU1aEKjL._UX522_.jpg,Jean_A1,"Girls Denim Casual Joggers/Jeans (Multi Color, Pack of 3)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08S49RH92
41,41,41,41,B09LCT6683,Men's Slim Jeans,Amazon Brand - Symbol,0,0,0,709,2.6,12,65,,1,12,https://m.media-amazon.com/images/I/71ZGe8EE0QL._UY550_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09LCT6683
42,42,42,42,B08C8F9XHL,Men's Straight Jeans,Cherokee by Unlimited,0,0,0,539,3.9,88,40,,1,88,https://m.media-amazon.com/images/I/811jajeMo6L._UX522_.jpg,Jean_A1,"Men's Straight Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08C8F9XHL
43,43,43,43,B07QBJ7BVW,Men's Slim Fit Stretchable Jeans,Neostreak,0,0,0,513,3.8,"3,219",68,,1,"3,219",https://m.media-amazon.com/images/I/81rcMJm4kFL._AC_UL320_.jpg,Jean_A1,"Men's Slim Fit Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QBJ7BVW
44,44,44,44,B09QKX4MQQ,UP Men's Denim Blend Solid Slim Jeans for Men,UP Online Store,0,0,0,499,4.6,6,38,,1,6,https://m.media-amazon.com/images/I/61A++UPlUML._AC_UL320_.jpg,Jean_A1,"UP Men's Denim Blend Solid Slim Jeans for Men
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QKX4MQQ
45,45,45,45,B09F655D8M,Men's Slim Jeans,Allen Solly,0,0,0,"1,044",4.2,21,45,,1,21,https://m.media-amazon.com/images/I/61NYLc2pU6L._UY679_.jpg,Jean_A1,"Men's Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09F655D8M
46,46,46,46,B098LK3JWL,Men's Skinny Jeans,Easies by Killer,0,0,0,"1,099",3.1,16,67,,1,16,https://m.media-amazon.com/images/I/81BvvqlNtaL._UY550_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B098LK3JWL
47,47,47,47,B07W48KVMV,Women's Regular Jeans,AKA CHIC,0,0,0,839,4.2,626,65,,1,626,https://m.media-amazon.com/images/I/7108v-3qxLL._AC_UL320_.jpg,Jean_A1,"Women's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07W48KVMV
48,48,48,48,B07HZCC8T7,Men's Slim Stretchable Jeans,Amazon Brand - Inkast Denim Co.,0,0,0,859,3.7,"1,355",73,,1,"1,355",https://m.media-amazon.com/images/I/81aBuBf206L._AC_UL320_.jpg,Jean_A1,"Men's Slim Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07HZCC8T7
49,49,49,49,B07QGPJ5JL,Men's Slim Fit Stretchable Jeans,Neostreak,0,0,0,549,3.9,"1,950",66,,1,"1,950",https://m.media-amazon.com/images/I/81rcMJm4kFL._UY550_.jpg,Jean_A1,"Men's Slim Fit Stretchable Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07QGPJ5JL
50,50,50,50,B07P7FV6V9,Women's Loose Jeans,AKA CHIC,0,0,0,740,4.0,934,63,,1,934,https://m.media-amazon.com/images/I/81kvsWLrYUL._UX522_.jpg,Jean_A1,"Women's Loose Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07P7FV6V9
51,51,51,51,B0821T362M,Men's Stretch Slim Jeans,Amazon Brand - House & Shields,0,0,0,749,3.9,98,73,,1,98,https://m.media-amazon.com/images/I/810YxHL0y+L._AC_UL320_.jpg,Jean_A1,"Men's Stretch Slim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0821T362M
52,52,52,52,B094P1JH99,Joggers for Women Stylish,DNEXT,0,0,0,299,3.3,196,81,,1,196,https://m.media-amazon.com/images/I/41qSlQWBogS._AC_UL320_.jpg,Jean_A1,"Joggers for Women Stylish
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B094P1JH99
53,53,53,53,B08QWLTSV9,Women's Regular Jeans,Levi's,0,0,0,"1,751",3.1,5,47,,1,5,https://m.media-amazon.com/images/I/81kCOtDmcGL._AC_UL320_.jpg,Jean_A1,"Women's Regular Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08QWLTSV9
54,54,54,54,B07C3RDTFL,Mens Slim Fit Jeans,Wrangler,0,0,0,"1,038",3.9,23,60,,1,23,https://m.media-amazon.com/images/I/81Kaow41f-L._AC_UL320_.jpg,Jean_A1,"Mens Slim Fit Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07C3RDTFL
55,55,55,55,B08GSM2K88,Men's Skinny Jeans,Red Tape,0,0,0,"1,069",3.4,207,75,,1,207,https://m.media-amazon.com/images/I/71eVI4IYzWL._UX522_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08GSM2K88
56,56,56,56,B09NBY5FPN,Men's Repp Jeans,RARE RABBIT,1,0,0,"2,749",0.0,0,50,,1,"₹2,749
50
₹5,499 Save ₹2,749.50 (50%)",,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Repp Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09NBY5FPN
57,57,57,57,B09PFT61YT,Men Ginton Grey Solid Denim Jeans,RARE RABBIT,1,0,0,"4,139",0.0,0,10,,1,"₹4,139
10
₹4,599 Save ₹459.90 (10%)",https://m.media-amazon.com/images/I/61P54JfQT8L._UX425_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men Ginton Grey Solid Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09PFT61YT
58,58,58,58,B07VGLYVGZ,Men's Light Blue Slim Fit Washed Jeans Stretchable,Urbano Fashion,1,0,0,649,3.5,"1,032",57,,1,"1,032",https://m.media-amazon.com/images/I/61S5a0LL0sL._AC_UL320_.jpg,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men's Light Blue Slim Fit Washed Jeans Stretchable
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07VGLYVGZ
59,59,59,59,B09PFVGWJN,Men Sayo Pink Solid Denim Jeans,RARE RABBIT,1,0,0,"3,869",0.0,0,10,,1,"₹3,869
10
₹4,299 Save ₹429.90 (10%)",,Jean_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Men Sayo Pink Solid Denim Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09PFVGWJN
60,60,60,60,B0846DQGW4,Men's Skinny Jeans,U.S. POLO ASSN.,0,0,0,"1,621",2.9,14,52,,1,14,https://m.media-amazon.com/images/I/A1Vl8wZYPOL._UY679_.jpg,Jean_A1,"Men's Skinny Jeans
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0846DQGW4
