,Unnamed: 0,Rank,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
19,19,19,B081P213WR,"by HMI 21 ltrs 16 Inch Classic Laptop Backpack with YKK Zippers, N.Blue",QIPS,0,0,0,499,4.1,951,50,,1,951,https://m.media-amazon.com/images/I/814abu6y8LL._AC_UL320_.jpg,Backpack_A1,"by HMI 21 ltrs 16 Inch Classic Laptop Backpack with YKK Zippers, N.Blue
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B081P213WR,,,,,
20,20,20,B07ZJ6XH88,Aether Backpack Black (11941),Wildcraft,1,0,0,"3,490",4.5,2,22,,0,2,https://m.media-amazon.com/images/I/61fLb-OkwYL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Aether Backpack Black (11941)
",SKU: B07ZJ6XH88,,,,,
21,21,21,B07SRGQ2R4,"Miami 13 Litres Rose Casual Backpack (14 inch, Water Resistant)",Genie,1,0,0,733,4.5,"1,311",59,,1,"1,311",https://m.media-amazon.com/images/I/71DPD4B-1nL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Miami 13 Litres Rose Casual Backpack (14 inch, Water Resistant)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07SRGQ2R4,,,,,
22,22,22,B015C716BW,Classic 25 ltrs Charcoal Grey and Grey Casual Backpack (BKPCAMPS83804),Gear,1,0,0,664,4.2,862,49,,1,862,https://m.media-amazon.com/images/I/91BzAfKRXvL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
Classic 25 ltrs Charcoal Grey and Grey Casual Backpack (BKPCAMPS83804)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B015C716BW,,,,,
23,23,23,B07G1HJTR2,21 Ltrs Grey Casual Backpack (BKPCMPSLB0412),Gear,1,0,0,569,4.2,"1,021",67,,1,"1,021",https://m.media-amazon.com/images/I/91n9DnRKRVL._AC_UL320_.jpg,Backpack_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
21 Ltrs Grey Casual Backpack (BKPCMPSLB0412)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07G1HJTR2,,,,,
24,24,24,B09B26TVPM,Hexa 21 Ltrs Water Resistant Backpack,Safari,0,0,0,559,4.1,69,72,,1,69,https://m.media-amazon.com/images/I/61hSMSclCFL._UX679_.jpg,Backpack_A1,"Hexa 21 Ltrs Water Resistant Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B26TVPM,,,,,
25,25,25,B07BZ5VC4H,45 Ltrs Black Large/Travel/Office Laptop Backpack (Seek 45L 21 OB BLK),Safari,0,0,0,"2,599",4.5,"2,629",49,,1,"2,629",https://m.media-amazon.com/images/I/61odaW2PSyL._AC_UL320_.jpg,Backpack_A1,"45 Ltrs Black Large/Travel/Office Laptop Backpack (Seek 45L 21 OB BLK)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07BZ5VC4H,,,,,
26,26,26,B08Z1HHHTD,Brat Black 46 Cms Casual Backpack,Skybags,0,0,0,599,4.2,"1,103",70,,1,"1,103",https://m.media-amazon.com/images/I/810s53kR8tL._AC_UL320_.jpg,Backpack_A1,"Brat Black 46 Cms Casual Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08Z1HHHTD,,,,,
27,27,27,B09QJ7ZF2Y,"Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )",TRUE HUMAN,0,0,0,685,4.5,6,67,,1,6,https://m.media-amazon.com/images/I/51DVNSbWIRL._AC_UL320_.jpg,Backpack_A1,"Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag , office bag , college bag ( LEGEND )
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QJ7ZF2Y,,,,,
28,28,28,B07CGLDV2C,Casual Backpack,American Tourister,0,0,0,"1,370",4.1,"8,895",47,,1,"8,895",https://m.media-amazon.com/images/I/81KEKEDFUcL._UY550_.jpg,Backpack_A1,"Casual Backpack
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07CGLDV2C,,,,,
29,29,29,B019FBEJCO,Campus 8 Backpack Green- Grey (BKPCAMPS80304),Gear,0,0,0,649,4.1,619,50,,1,619,https://m.media-amazon.com/images/I/91YVwfV7b1L._AC_UL320_.jpg,Backpack_A1,"Campus 8 Backpack Green- Grey (BKPCAMPS80304)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B019FBEJCO,,,,,
30,30,30,B09B26VHXV,"Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",Safari,0,0,0,753,4.0,366,71,,1,366,https://m.media-amazon.com/images/I/61C+07k-y1L._UX522_.jpg,Backpack_A1,"Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B26VHXV,,,,,
31,31,31,B07G6RQ1L2,45 Ltrs Men & Women Backpack (Black),Aristocrat,0,0,0,"1,490",4.1,280,56,,0,280,https://m.media-amazon.com/images/I/51H9OC1K4zL._AC_UL320_.jpg,Backpack_A1,"45 Ltrs Men & Women Backpack (Black)
",SKU: B07G6RQ1L2,,,,,
32,32,32,B097KDRZ67,"Turbo 45 Ltrs Expandable Travel Laptop Backpack with RainCover (Grey-Black), One Size (TLPTURBO00401)",Gear,0,0,0,"1,995",4.6,113,64,,1,113,https://m.media-amazon.com/images/I/71XJ4ZmZYhL._AC_UL320_.jpg,Backpack_A1,"Turbo 45 Ltrs Expandable Travel Laptop Backpack with RainCover (Grey-Black), One Size (TLPTURBO00401)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B097KDRZ67,,,,,
33,33,33,B07XPQ7ZTS,Unisex teamGOAL 23 Backpack Red- Black X,Puma,0,0,0,442,4.1,109,66,,0,109,https://m.media-amazon.com/images/I/91RmQrNcc6L._AC_UL320_.jpg,Backpack_A1,"Unisex teamGOAL 23 Backpack Red- Black X
",SKU: B07XPQ7ZTS,,,,,
34,34,34,B07V9Z58QL,Copa Grey Casual Backpack (FU9 (0) 08 001),American Tourister,0,0,0,805,4.2,"1,686",50,,1,"1,686",https://m.media-amazon.com/images/I/91IIh+4X8lL._AC_UL320_.jpg,Backpack_A1,"Copa Grey Casual Backpack (FU9 (0) 08 001)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07V9Z58QL,,,,,
35,35,35,B08RB5QDJT,Anti Theft Hard-Shell Laptop Backpack with USB Charging Port,FUR JADEN,0,0,0,"1,699",4.1,65,43,,1,65,https://m.media-amazon.com/images/I/81-+i7vC+5L._UX522_.jpg,Backpack_A1,"Anti Theft Hard-Shell Laptop Backpack with USB Charging Port
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08RB5QDJT,,,,,
36,36,36,B07F1157TV,Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),F Gear,0,0,0,792,4.2,"2,189",60,,1,"2,189",https://m.media-amazon.com/images/I/81FAgzxWLoL._UY550_.jpg,Backpack_A1,"Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07F1157TV,,,,,
37,37,37,B07XSTR69N,"48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)",Safari,0,0,0,"1,329",4.1,538,67,,1,538,https://m.media-amazon.com/images/I/81hF2cHrNAS._UX679_.jpg,Backpack_A1,"48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07XSTR69N,,,,,
38,38,38,B09CGZ2W28,55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester Navy),Half Moon,0,0,0,849,4.2,218,55,,1,218,https://m.media-amazon.com/images/I/81UAdO9RtmL._AC_UL320_.jpg,Backpack_A1,"55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester Navy)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09CGZ2W28,,,,,
39,39,39,B09B26T7KQ,"Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU)",Safari,0,0,0,659,3.9,107,75,,1,107,https://m.media-amazon.com/images/I/61feoAedZJL._UX522_.jpg,Backpack_A1,"Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B26T7KQ,,,,,
40,40,40,B09QM9N1B3,30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,Half Moon,0,0,0,499,2.0,1,72,,1,1,https://m.media-amazon.com/images/I/916pJFRDRyL._AC_UL320_.jpg,Backpack_A1,"30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QM9N1B3,,,,,
41,41,41,B0100BCHO0,"Women's Backpack Handbags (Cmd176, Beige Rose Print)",CRAFTS MY DREAM,0,0,0,699,4.3,"1,926",36,,1,"1,926",https://m.media-amazon.com/images/I/51K53b29PQL._AC_UL320_.jpg,Backpack_A1,"Women's Backpack Handbags (Cmd176, Beige Rose Print)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0100BCHO0,,,,,
42,42,42,B081GSQ9D9,"Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, made with Leatherette, 1 year warranty - Black",POLESTAR,0,0,0,658,4.1,"4,896",67,,0,"4,896",https://m.media-amazon.com/images/I/816MzAt7NjL._AC_UL320_.jpg,Backpack_A1,"Vintage 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, made with Leatherette, 1 year warranty - Black
",SKU: B081GSQ9D9,,,,,
43,43,43,B06XD713N9,35 Ltrs Black and Mel Backpack (WC 5 Dare),Wildcraft,0,0,0,"1,500",4.5,"1,084",25,,1,"1,084",https://m.media-amazon.com/images/I/A1IfT-fxSCL._AC_UL320_.jpg,Backpack_A1,"35 Ltrs Black and Mel Backpack (WC 5 Dare)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B06XD713N9,,,,,
44,44,44,B09B2581S9,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",Safari,0,0,0,829,3.9,223,71,,1,223,https://m.media-amazon.com/images/I/61QN35aYQsL._UX679_.jpg,Backpack_A1,"Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B2581S9,,,,,
45,45,45,B08D75QQVZ,Bomber Eco Statement 22 Ltrs India.Ink-Black Casual Backpack (BKPECOSNT5201),Gear,0,0,0,520,4.0,394,74,,1,394,https://m.media-amazon.com/images/I/6104+94E51L._AC_UL320_.jpg,Backpack_A1,"Bomber Eco Statement 22 Ltrs India.Ink-Black Casual Backpack (BKPECOSNT5201)
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08D75QQVZ,,,,,
46,46,46,B07F3X45WZ,Light Weight Laptop Backpack 32 Ltrs,ADISA,0,0,0,501,4.0,"3,955",72,,1,"3,955",https://m.media-amazon.com/images/I/61lIZLyw28L._AC_UL320_.jpg,Backpack_A1,"Light Weight Laptop Backpack 32 Ltrs
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07F3X45WZ,,,,,
47,47,47,B07N1D9LX8,35 Ltrs 18 inch Backpack (11908 Navy_Navy),Wildcraft,0,0,0,"1,088",4.1,353,16,,0,353,https://m.media-amazon.com/images/I/61R11t0oV9L._AC_UL320_.jpg,Backpack_A1,"35 Ltrs 18 inch Backpack (11908 Navy_Navy)
",SKU: B07N1D9LX8,,,,,
48,48,48,B07KM9VSJW,"25 Ltrs Black/Black/White Casual Backpack (BA6124-013), Medium",Nike,0,0,0,"1,957",4.0,49,27,,1,49,https://m.media-amazon.com/images/I/41AeuCnTkLL._SY300_SX300_.jpg,Backpack_A1,"25 Ltrs Black/Black/White Casual Backpack (BA6124-013), Medium
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07KM9VSJW,,,,,
49,49,49,B09MT7WFZ1,VELMORR ENTERPRISES bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-4),Generic,0,0,0,517,5.0,1,48,,0,1,https://m.media-amazon.com/images/I/41+TN9eQKeL.jpg,Backpack_A1,"VELMORR ENTERPRISES bag Anti Theft Water Repellent 15.6 Inch Laptop Backpack Bag with USB Charging Port (GB-4)
",SKU: B09MT7WFZ1,,,,,
50,50,50,B07YDGQQN5,"55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",FUR JADEN,0,0,0,799,4.2,"3,884",68,,1,"3,884",https://m.media-amazon.com/images/I/71GxZAYa6UL._AC_UL320_.jpg,Backpack_A1,"55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07YDGQQN5,,,,,
